student_key,total_clicks_mid,mean_clicks_per_day_mid,max_clicks_in_a_day_mid,active_days_mid,activity_span_mid,consistency_mid,target
688513_BBB_2014J,641.0,2.727659574468085,37.0,60.0,144.0,0.4166666666666667,1
688519_BBB_2014J,1157.0,3.720257234726688,129.0,63.0,137.0,0.45985401459854014,1
688522_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
688545_BBB_2014J,6.0,1.2,2.0,1.0,0.0,0.0,0
688599_BBB_2014J,183.0,2.44,10.0,14.0,130.0,0.1076923076923077,0
688600_BBB_2014J,418.0,3.980952380952381,38.0,10.0,19.0,0.5263157894736842,0
688638_BBB_2014J,701.0,2.8612244897959185,25.0,40.0,144.0,0.2777777777777778,1
688710_BBB_2014J,1.0,1.0,1.0,1.0,0.0,0.0,0
688927_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
688954_BBB_2014J,821.0,3.4788135593220337,66.0,43.0,141.0,0.3049645390070922,1
688997_BBB_2014J,91.0,2.3333333333333335,10.0,6.0,52.0,0.11538461538461539,0
689069_BBB_2014J,315.0,2.8378378378378377,52.0,17.0,120.0,0.14166666666666666,0
689089_BBB_2014J,52.0,2.6,19.0,7.0,137.0,0.051094890510948905,0
689094_BBB_2014J,430.0,4.056603773584905,75.0,17.0,134.0,0.12686567164179105,1
689095_BBB_2014J,807.0,3.0919540229885056,49.0,54.0,139.0,0.38848920863309355,1
689097_BBB_2014J,1406.0,4.734006734006734,176.0,37.0,139.0,0.26618705035971224,1
689107_BBB_2014J,1.0,1.0,1.0,1.0,0.0,0.0,0
689112_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
689113_BBB_2014J,63.0,2.3333333333333335,7.0,5.0,100.0,0.05,1
689124_BBB_2014J,492.0,3.0943396226415096,55.0,25.0,118.0,0.211864406779661,1
689129_BBB_2014J,218.0,2.5952380952380953,14.0,16.0,119.0,0.13445378151260504,1
689131_BBB_2014J,595.0,2.8743961352657004,63.0,39.0,126.0,0.30952380952380953,1
689132_BBB_2014J,513.0,3.5136986301369864,48.0,26.0,118.0,0.22033898305084745,1
689139_BBB_2014J,336.0,2.488888888888889,14.0,20.0,129.0,0.15503875968992248,1
689141_BBB_2014J,379.0,3.056451612903226,38.0,17.0,112.0,0.15178571428571427,1
689147_BBB_2014J,105.0,3.3870967741935485,18.0,4.0,95.0,0.042105263157894736,1
689148_BBB_2014J,815.0,3.2086614173228347,50.0,34.0,136.0,0.25,1
689157_BBB_2014J,326.0,2.5873015873015874,28.0,26.0,123.0,0.21138211382113822,1
689173_BBB_2014J,49.0,2.8823529411764706,12.0,2.0,7.0,0.2857142857142857,0
689178_BBB_2014J,328.0,4.151898734177215,41.0,14.0,98.0,0.14285714285714285,0
689180_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
689185_BBB_2014J,330.0,2.773109243697479,45.0,19.0,93.0,0.20430107526881722,0
689187_BBB_2014J,727.0,4.3273809523809526,68.0,40.0,143.0,0.27972027972027974,1
689228_BBB_2014J,329.0,2.911504424778761,29.0,19.0,118.0,0.16101694915254236,0
689230_BBB_2014J,567.0,3.5217391304347827,39.0,22.0,121.0,0.18181818181818182,1
689265_BBB_2014J,282.0,2.968421052631579,35.0,22.0,114.0,0.19298245614035087,1
689267_BBB_2014J,115.0,2.3,8.0,7.0,89.0,0.07865168539325842,1
689274_BBB_2014J,2131.0,5.838356164383562,163.0,73.0,118.0,0.6186440677966102,1
689287_BBB_2014J,564.0,2.6857142857142855,21.0,48.0,139.0,0.34532374100719426,1
689298_BBB_2014J,19.0,2.7142857142857144,6.0,1.0,0.0,0.0,0
689329_BBB_2014J,341.0,2.75,27.0,23.0,140.0,0.16428571428571428,0
689333_BBB_2014J,443.0,6.068493150684931,98.0,11.0,130.0,0.08461538461538462,1
689350_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
689397_BBB_2014J,113.0,4.913043478260869,36.0,5.0,96.0,0.052083333333333336,0
689406_BBB_2014J,601.0,2.9174757281553396,86.0,41.0,136.0,0.3014705882352941,1
689478_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
689487_BBB_2014J,314.0,2.8807339449541285,48.0,15.0,102.0,0.14705882352941177,0
689493_BBB_2014J,473.0,3.941666666666667,31.0,19.0,137.0,0.1386861313868613,0
689563_BBB_2014J,651.0,3.206896551724138,35.0,43.0,140.0,0.30714285714285716,1
689628_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
689662_BBB_2014J,748.0,3.5619047619047617,65.0,38.0,131.0,0.2900763358778626,1
689665_BBB_2014J,1274.0,4.59927797833935,325.0,40.0,135.0,0.2962962962962963,1
689727_BBB_2014J,340.0,2.65625,27.0,31.0,125.0,0.248,1
689768_BBB_2014J,86.0,2.097560975609756,9.0,11.0,78.0,0.14102564102564102,1
689775_BBB_2014J,5.0,2.5,3.0,1.0,0.0,0.0,0
689778_BBB_2014J,92.0,2.875,19.0,6.0,11.0,0.5454545454545454,0
689808_BBB_2014J,49.0,1.4848484848484849,4.0,13.0,75.0,0.17333333333333334,0
689828_BBB_2014J,90.0,1.6666666666666667,15.0,19.0,114.0,0.16666666666666666,1
689896_BBB_2014J,462.0,3.2083333333333335,35.0,25.0,131.0,0.19083969465648856,0
689925_BBB_2014J,183.0,3.0,36.0,12.0,124.0,0.0967741935483871,0
689936_BBB_2014J,462.0,4.088495575221239,39.0,20.0,117.0,0.17094017094017094,1
689952_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
689975_BBB_2014J,343.0,2.1847133757961785,30.0,33.0,126.0,0.2619047619047619,1
690003_BBB_2014J,483.0,2.875,55.0,34.0,132.0,0.25757575757575757,1
690089_BBB_2014J,1021.0,3.8097014925373136,45.0,53.0,116.0,0.45689655172413796,1
690102_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
690116_BBB_2014J,1178.0,4.006802721088436,76.0,55.0,116.0,0.47413793103448276,1
690211_BBB_2014J,271.0,2.580952380952381,33.0,28.0,141.0,0.19858156028368795,1
690235_BBB_2014J,4.0,1.0,1.0,2.0,2.0,1.0,0
690318_BBB_2014J,566.0,3.4096385542168677,44.0,27.0,129.0,0.20930232558139536,1
690319_BBB_2014J,583.0,4.416666666666667,111.0,19.0,133.0,0.14285714285714285,1
690329_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
690359_BBB_2014J,35.0,2.1875,13.0,2.0,18.0,0.1111111111111111,1
690366_BBB_2014J,299.0,2.743119266055046,49.0,27.0,134.0,0.20149253731343283,0
690384_BBB_2014J,719.0,3.1814159292035398,63.0,48.0,143.0,0.3356643356643357,1
690430_BBB_2014J,651.0,3.255,68.0,30.0,103.0,0.2912621359223301,0
690469_BBB_2014J,2027.0,4.575620767494357,339.0,76.0,144.0,0.5277777777777778,1
690548_BBB_2014J,61.0,1.90625,6.0,7.0,67.0,0.1044776119402985,0
690554_BBB_2014J,16.0,1.7777777777777777,4.0,2.0,1.0,2.0,0
690766_BBB_2014J,978.0,4.817733990147783,226.0,44.0,142.0,0.30985915492957744,1
690767_BBB_2014J,345.0,3.45,58.0,13.0,134.0,0.09701492537313433,0
690825_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
690902_BBB_2014J,1466.0,3.7302798982188294,36.0,65.0,144.0,0.4513888888888889,1
690940_BBB_2014J,288.0,2.6666666666666665,27.0,19.0,44.0,0.4318181818181818,0
690967_BBB_2014J,230.0,1.9491525423728813,8.0,21.0,115.0,0.1826086956521739,1
691006_BBB_2014J,298.0,2.1134751773049647,14.0,35.0,124.0,0.28225806451612906,0
691026_BBB_2014J,1366.0,5.812765957446809,58.0,56.0,132.0,0.42424242424242425,1
691028_BBB_2014J,277.0,3.077777777777778,83.0,19.0,50.0,0.38,0
691094_BBB_2014J,259.0,2.5392156862745097,30.0,22.0,136.0,0.16176470588235295,1
691106_BBB_2014J,63.0,2.3333333333333335,15.0,8.0,103.0,0.07766990291262135,1
691122_BBB_2014J,393.0,2.691780821917808,43.0,25.0,139.0,0.17985611510791366,1
691272_BBB_2014J,49.0,1.8148148148148149,9.0,5.0,45.0,0.1111111111111111,0
691286_BBB_2014J,20.0,2.5,6.0,1.0,0.0,0.0,0
691312_BBB_2014J,283.0,2.83,49.0,15.0,122.0,0.12295081967213115,1
691343_BBB_2014J,58.0,2.0714285714285716,13.0,7.0,28.0,0.25,0
691353_BBB_2014J,775.0,3.354978354978355,42.0,43.0,96.0,0.4479166666666667,0
691367_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
691411_BBB_2014J,331.0,2.282758620689655,10.0,27.0,101.0,0.26732673267326734,0
691413_BBB_2014J,1285.0,4.003115264797508,199.0,55.0,138.0,0.39855072463768115,1
691509_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
691514_BBB_2014J,26.0,2.888888888888889,10.0,4.0,93.0,0.043010752688172046,1
691663_BBB_2014J,33.0,2.75,8.0,4.0,8.0,0.5,0
691683_BBB_2014J,989.0,5.020304568527918,111.0,51.0,139.0,0.3669064748201439,1
691717_BBB_2014J,489.0,3.4195804195804196,46.0,20.0,125.0,0.16,1
691815_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
691835_BBB_2014J,573.0,3.559006211180124,43.0,17.0,111.0,0.15315315315315314,1
691851_BBB_2014J,448.0,2.604651162790698,26.0,23.0,139.0,0.16546762589928057,1
691856_BBB_2014J,166.0,3.1320754716981134,44.0,6.0,95.0,0.06315789473684211,1
691867_BBB_2014J,29.0,7.25,24.0,1.0,0.0,0.0,0
691869_BBB_2014J,120.0,2.5531914893617023,21.0,12.0,110.0,0.10909090909090909,1
691907_BBB_2014J,768.0,3.4439461883408073,39.0,36.0,113.0,0.3185840707964602,1
691997_BBB_2014J,91.0,1.7843137254901962,8.0,3.0,23.0,0.13043478260869565,0
692164_BBB_2014J,1078.0,4.294820717131474,77.0,26.0,129.0,0.20155038759689922,1
692175_BBB_2014J,842.0,4.455026455026455,46.0,36.0,143.0,0.2517482517482518,0
692181_BBB_2014J,431.0,2.644171779141104,31.0,28.0,138.0,0.2028985507246377,1
692196_BBB_2014J,1639.0,4.723342939481268,175.0,53.0,143.0,0.3706293706293706,1
692207_BBB_2014J,45.0,2.5,18.0,3.0,82.0,0.036585365853658534,1
692215_BBB_2014J,1210.0,4.653846153846154,264.0,60.0,143.0,0.4195804195804196,1
692355_BBB_2014J,1002.0,3.7954545454545454,46.0,58.0,144.0,0.4027777777777778,1
692384_BBB_2014J,643.0,3.456989247311828,94.0,35.0,137.0,0.25547445255474455,0
692392_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692473_BBB_2014J,149.0,3.6341463414634148,20.0,8.0,129.0,0.06201550387596899,1
692474_BBB_2014J,266.0,2.111111111111111,37.0,22.0,140.0,0.15714285714285714,0
692479_BBB_2014J,402.0,2.851063829787234,33.0,22.0,98.0,0.22448979591836735,0
692482_BBB_2014J,26.0,1.7333333333333334,8.0,2.0,1.0,2.0,0
692484_BBB_2014J,564.0,3.889655172413793,33.0,21.0,133.0,0.15789473684210525,1
692496_BBB_2014J,85.0,1.9767441860465116,13.0,5.0,120.0,0.041666666666666664,0
692502_BBB_2014J,2299.0,6.8017751479289945,787.0,76.0,142.0,0.5352112676056338,1
692515_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692518_BBB_2014J,1169.0,4.0874125874125875,105.0,41.0,137.0,0.29927007299270075,1
692521_BBB_2014J,6.0,2.0,4.0,1.0,0.0,0.0,0
692522_BBB_2014J,166.0,2.1012658227848102,17.0,6.0,100.0,0.06,1
692525_BBB_2014J,182.0,2.2195121951219514,12.0,16.0,112.0,0.14285714285714285,0
692528_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692532_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692537_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692540_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692542_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692544_BBB_2014J,356.0,2.696969696969697,22.0,26.0,132.0,0.19696969696969696,1
692547_BBB_2014J,15.0,3.75,8.0,1.0,0.0,0.0,0
692553_BBB_2014J,368.0,2.271604938271605,12.0,37.0,136.0,0.27205882352941174,0
692572_BBB_2014J,1340.0,3.375314861460957,40.0,65.0,143.0,0.45454545454545453,1
692609_BBB_2014J,2363.0,4.964285714285714,266.0,80.0,141.0,0.5673758865248227,1
692625_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692629_BBB_2014J,45.0,1.875,5.0,2.0,5.0,0.4,0
692647_BBB_2014J,109.0,2.945945945945946,31.0,12.0,96.0,0.125,0
692805_BBB_2014J,1310.0,3.291457286432161,148.0,54.0,139.0,0.38848920863309355,1
692826_BBB_2014J,81.0,2.4545454545454546,14.0,6.0,28.0,0.21428571428571427,0
692827_BBB_2014J,783.0,4.078125,178.0,27.0,138.0,0.1956521739130435,1
692855_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692871_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692897_BBB_2014J,235.0,5.465116279069767,41.0,9.0,42.0,0.21428571428571427,0
692907_BBB_2014J,134.0,2.0,16.0,12.0,108.0,0.1111111111111111,1
692908_BBB_2014J,961.0,3.783464566929134,48.0,36.0,140.0,0.2571428571428571,1
692914_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
692918_BBB_2014J,312.0,2.08,13.0,36.0,141.0,0.2553191489361702,1
692920_BBB_2014J,314.0,2.754385964912281,28.0,14.0,126.0,0.1111111111111111,1
692936_BBB_2014J,86.0,2.097560975609756,12.0,9.0,137.0,0.06569343065693431,0
692943_BBB_2014J,997.0,3.1352201257861636,91.0,62.0,137.0,0.45255474452554745,1
692961_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
693091_BBB_2014J,998.0,4.475336322869955,107.0,33.0,139.0,0.23741007194244604,1
693098_BBB_2014J,317.0,2.4198473282442747,33.0,24.0,105.0,0.22857142857142856,1
693116_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
693127_BBB_2014J,12.0,3.0,6.0,1.0,0.0,0.0,0
693213_BBB_2014J,163.0,2.3970588235294117,24.0,9.0,118.0,0.07627118644067797,1
693230_BBB_2014J,246.0,2.3207547169811322,36.0,13.0,144.0,0.09027777777777778,1
693269_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
693297_BBB_2014J,548.0,3.2046783625730995,34.0,26.0,118.0,0.22033898305084745,0
693333_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
693352_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
693380_BBB_2014J,186.0,1.9787234042553192,7.0,27.0,129.0,0.20930232558139536,1
693514_BBB_2014J,432.0,2.8421052631578947,50.0,29.0,143.0,0.20279720279720279,1
693615_BBB_2014J,61.0,2.9047619047619047,9.0,3.0,10.0,0.3,0
693620_BBB_2014J,4.0,1.3333333333333333,2.0,1.0,0.0,0.0,0
693635_BBB_2014J,107.0,2.4318181818181817,38.0,7.0,112.0,0.0625,0
693643_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
693682_BBB_2014J,488.0,3.2317880794701987,39.0,21.0,125.0,0.168,1
693692_BBB_2014J,53.0,1.7666666666666666,7.0,6.0,85.0,0.07058823529411765,0
693709_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
693744_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
693752_BBB_2014J,123.0,2.411764705882353,19.0,8.0,105.0,0.0761904761904762,1
693793_BBB_2014J,210.0,2.1,10.0,23.0,130.0,0.17692307692307693,1
693871_BBB_2014J,229.0,2.3608247422680413,13.0,15.0,112.0,0.13392857142857142,0
693899_BBB_2014J,101.0,2.525,13.0,8.0,25.0,0.32,0
693934_BBB_2014J,1.0,1.0,1.0,1.0,0.0,0.0,0
693983_BBB_2014J,142.0,2.6296296296296298,16.0,11.0,41.0,0.2682926829268293,0
694001_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
694003_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
694078_BBB_2014J,1431.0,3.96398891966759,48.0,55.0,143.0,0.38461538461538464,1
694155_BBB_2014J,790.0,3.7799043062200957,100.0,35.0,144.0,0.24305555555555555,0
694190_BBB_2014J,49.0,2.7222222222222223,13.0,5.0,105.0,0.047619047619047616,1
694222_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
694329_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
694338_BBB_2014J,728.0,3.6954314720812182,67.0,29.0,136.0,0.21323529411764705,1
694339_BBB_2014J,35.0,1.8421052631578947,6.0,6.0,20.0,0.3,0
694341_BBB_2014J,444.0,2.707317073170732,58.0,19.0,134.0,0.1417910447761194,1
694342_BBB_2014J,744.0,4.536585365853658,71.0,22.0,135.0,0.16296296296296298,1
694349_BBB_2014J,75.0,2.5,26.0,7.0,98.0,0.07142857142857142,1
694380_BBB_2014J,253.0,3.563380281690141,26.0,9.0,42.0,0.21428571428571427,0
694404_BBB_2014J,256.0,2.694736842105263,23.0,15.0,52.0,0.28846153846153844,0
694448_BBB_2014J,81.0,2.793103448275862,25.0,3.0,50.0,0.06,0
694458_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
694473_BBB_2014J,372.0,2.976,34.0,15.0,113.0,0.13274336283185842,1
694476_BBB_2014J,401.0,2.7094594594594597,29.0,35.0,119.0,0.29411764705882354,0
694490_BBB_2014J,644.0,3.1262135922330097,33.0,40.0,133.0,0.3007518796992481,1
694526_BBB_2014J,433.0,3.831858407079646,39.0,33.0,137.0,0.24087591240875914,1
694554_BBB_2014J,106.0,4.076923076923077,51.0,9.0,36.0,0.25,0
694561_BBB_2014J,1077.0,4.940366972477064,100.0,21.0,141.0,0.14893617021276595,1
694576_BBB_2014J,754.0,3.968421052631579,64.0,28.0,133.0,0.21052631578947367,0
694616_BBB_2014J,736.0,3.607843137254902,62.0,28.0,122.0,0.22950819672131148,0
694682_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
694706_BBB_2014J,299.0,4.211267605633803,89.0,18.0,144.0,0.125,1
694792_BBB_2014J,607.0,3.263440860215054,37.0,43.0,138.0,0.3115942028985507,1
694823_BBB_2014J,597.0,4.326086956521739,103.0,26.0,129.0,0.20155038759689922,1
694857_BBB_2014J,117.0,1.828125,7.0,16.0,118.0,0.13559322033898305,0
694951_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
694974_BBB_2014J,341.0,2.4184397163120566,28.0,28.0,139.0,0.2014388489208633,0
694981_BBB_2014J,201.0,3.0923076923076924,44.0,10.0,108.0,0.09259259259259259,1
694983_BBB_2014J,1895.0,5.623145400593472,82.0,49.0,143.0,0.34265734265734266,1
695001_BBB_2014J,502.0,3.1974522292993632,37.0,17.0,126.0,0.1349206349206349,1
695014_BBB_2014J,274.0,3.5128205128205128,63.0,18.0,91.0,0.1978021978021978,1
695015_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
695021_BBB_2014J,144.0,2.938775510204082,28.0,8.0,118.0,0.06779661016949153,1
695027_BBB_2014J,282.0,2.611111111111111,23.0,22.0,111.0,0.1981981981981982,1
695031_BBB_2014J,176.0,2.933333333333333,73.0,9.0,106.0,0.08490566037735849,1
695035_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
695044_BBB_2014J,917.0,4.206422018348624,44.0,37.0,125.0,0.296,1
695047_BBB_2014J,207.0,2.7972972972972974,22.0,15.0,120.0,0.125,1
695049_BBB_2014J,8.0,1.6,2.0,3.0,93.0,0.03225806451612903,1
695051_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
695054_BBB_2014J,567.0,4.0212765957446805,125.0,29.0,116.0,0.25,1
695070_BBB_2014J,18.0,1.6363636363636365,5.0,7.0,114.0,0.06140350877192982,1
695075_BBB_2014J,632.0,4.103896103896104,41.0,28.0,123.0,0.22764227642276422,1
695084_BBB_2014J,532.0,3.388535031847134,43.0,24.0,133.0,0.18045112781954886,1
695125_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
695144_BBB_2014J,68.0,1.837837837837838,10.0,13.0,96.0,0.13541666666666666,1
695148_BBB_2014J,364.0,2.4594594594594597,47.0,27.0,131.0,0.20610687022900764,1
695186_BBB_2014J,7.0,1.75,4.0,1.0,0.0,0.0,0
695205_BBB_2014J,1144.0,5.130044843049327,256.0,29.0,114.0,0.2543859649122807,1
695235_BBB_2014J,335.0,2.8389830508474576,25.0,23.0,113.0,0.20353982300884957,1
695247_BBB_2014J,2059.0,6.277439024390244,114.0,47.0,118.0,0.3983050847457627,1
695256_BBB_2014J,56.0,2.4347826086956523,10.0,6.0,115.0,0.05217391304347826,1
695259_BBB_2014J,383.0,3.088709677419355,30.0,27.0,104.0,0.25961538461538464,1
695278_BBB_2014J,1455.0,7.097560975609756,117.0,37.0,132.0,0.2803030303030303,1
695298_BBB_2014J,929.0,2.840978593272171,120.0,78.0,142.0,0.5492957746478874,0
695356_BBB_2014J,36.0,2.1176470588235294,5.0,3.0,10.0,0.3,0
695405_BBB_2014J,446.0,4.247619047619048,75.0,22.0,134.0,0.16417910447761194,0
695411_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
695434_BBB_2014J,1315.0,3.7464387464387463,66.0,39.0,139.0,0.2805755395683453,0
695461_BBB_2014J,117.0,2.0892857142857144,13.0,12.0,124.0,0.0967741935483871,0
695475_BBB_2014J,589.0,3.4244186046511627,55.0,37.0,136.0,0.27205882352941174,1
695484_BBB_2014J,330.0,2.3404255319148937,17.0,23.0,130.0,0.17692307692307693,1
695510_BBB_2014J,686.0,3.5916230366492146,76.0,35.0,144.0,0.24305555555555555,1
695516_BBB_2014J,223.0,2.3473684210526318,14.0,14.0,67.0,0.208955223880597,0
695528_BBB_2014J,11.0,2.2,4.0,1.0,0.0,0.0,0
695535_BBB_2014J,173.0,2.276315789473684,14.0,15.0,130.0,0.11538461538461539,1
695613_BBB_2014J,138.0,5.111111111111111,68.0,7.0,131.0,0.05343511450381679,1
695631_BBB_2014J,738.0,3.6176470588235294,38.0,47.0,132.0,0.3560606060606061,1
695654_BBB_2014J,125.0,2.0161290322580645,12.0,14.0,120.0,0.11666666666666667,1
695695_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
695941_BBB_2014J,167.0,2.737704918032787,15.0,13.0,28.0,0.4642857142857143,0
695972_BBB_2014J,469.0,4.078260869565217,33.0,13.0,123.0,0.10569105691056911,1
695981_BBB_2014J,66.0,2.0,14.0,4.0,21.0,0.19047619047619047,0
695982_BBB_2014J,22.0,1.6923076923076923,5.0,1.0,0.0,0.0,0
696007_BBB_2014J,1394.0,5.182156133828996,117.0,42.0,140.0,0.3,1
696152_BBB_2014J,756.0,1.8712871287128714,22.0,37.0,129.0,0.2868217054263566,1
696203_BBB_2014J,531.0,2.9831460674157304,31.0,33.0,139.0,0.23741007194244604,1
696301_BBB_2014J,665.0,3.7150837988826817,31.0,27.0,128.0,0.2109375,1
696316_BBB_2014J,229.0,2.2450980392156863,13.0,14.0,112.0,0.125,0
696348_BBB_2014J,85.0,2.125,18.0,10.0,63.0,0.15873015873015872,0
696440_BBB_2014J,166.0,2.5538461538461537,29.0,18.0,138.0,0.13043478260869565,1
696481_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
696527_BBB_2014J,5.0,1.25,2.0,4.0,5.0,0.8,0
696569_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
696595_BBB_2014J,69.0,2.15625,8.0,5.0,51.0,0.09803921568627451,0
696616_BBB_2014J,578.0,3.1933701657458564,43.0,46.0,144.0,0.3194444444444444,1
696634_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
696684_BBB_2014J,144.0,2.057142857142857,15.0,21.0,124.0,0.1693548387096774,1
696692_BBB_2014J,207.0,2.915492957746479,19.0,19.0,82.0,0.23170731707317074,0
696716_BBB_2014J,127.0,2.4423076923076925,22.0,9.0,30.0,0.3,0
696724_BBB_2014J,874.0,5.233532934131737,81.0,17.0,130.0,0.13076923076923078,1
696799_BBB_2014J,18.0,1.5,3.0,4.0,98.0,0.04081632653061224,0
696803_BBB_2014J,798.0,3.5309734513274336,70.0,33.0,141.0,0.23404255319148937,0
696804_BBB_2014J,174.0,1.9550561797752808,15.0,16.0,119.0,0.13445378151260504,1
696844_BBB_2014J,221.0,2.3763440860215055,31.0,14.0,134.0,0.1044776119402985,1
696850_BBB_2014J,516.0,3.7941176470588234,62.0,19.0,142.0,0.13380281690140844,1
696890_BBB_2014J,324.0,2.8421052631578947,25.0,12.0,60.0,0.2,0
697065_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
697119_BBB_2014J,45.0,2.0454545454545454,9.0,5.0,32.0,0.15625,0
697136_BBB_2014J,176.0,2.3157894736842106,11.0,15.0,31.0,0.4838709677419355,0
697148_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
697298_BBB_2014J,3.0,1.5,2.0,1.0,0.0,0.0,0
697319_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
697337_BBB_2014J,14.0,2.0,6.0,2.0,15.0,0.13333333333333333,0
697345_BBB_2014J,443.0,3.0136054421768708,49.0,26.0,137.0,0.1897810218978102,0
697417_BBB_2014J,477.0,2.9444444444444446,35.0,19.0,134.0,0.1417910447761194,1
697428_BBB_2014J,16.0,1.3333333333333333,2.0,6.0,144.0,0.041666666666666664,0
697514_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
697525_BBB_2014J,199.0,2.7260273972602738,23.0,15.0,69.0,0.21739130434782608,0
697542_BBB_2014J,81.0,2.793103448275862,15.0,8.0,58.0,0.13793103448275862,0
697561_BBB_2014J,654.0,3.9161676646706587,98.0,31.0,142.0,0.21830985915492956,0
697562_BBB_2014J,496.0,3.3972602739726026,35.0,23.0,142.0,0.1619718309859155,1
697574_BBB_2014J,325.0,3.316326530612245,28.0,11.0,91.0,0.12087912087912088,1
697578_BBB_2014J,1051.0,5.0772946859903385,385.0,39.0,143.0,0.2727272727272727,1
697649_BBB_2014J,885.0,3.968609865470852,202.0,45.0,144.0,0.3125,1
697653_BBB_2014J,1006.0,3.725925925925926,50.0,38.0,141.0,0.2695035460992908,0
697754_BBB_2014J,945.0,3.0095541401273884,35.0,64.0,144.0,0.4444444444444444,1
697857_BBB_2014J,632.0,3.453551912568306,42.0,31.0,143.0,0.21678321678321677,1
697868_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
697893_BBB_2014J,127.0,2.54,52.0,9.0,46.0,0.1956521739130435,0
697909_BBB_2014J,97.0,1.9019607843137254,15.0,13.0,98.0,0.1326530612244898,0
697912_BBB_2014J,160.0,3.3333333333333335,24.0,7.0,59.0,0.11864406779661017,0
697959_BBB_2014J,760.0,7.6767676767676765,281.0,17.0,142.0,0.11971830985915492,1
697960_BBB_2014J,989.0,2.4849246231155777,42.0,67.0,134.0,0.5,1
697964_BBB_2014J,548.0,3.223529411764706,36.0,22.0,133.0,0.16541353383458646,1
698010_BBB_2014J,616.0,3.1917098445595853,27.0,35.0,138.0,0.2536231884057971,0
698025_BBB_2014J,0.0,0.0,0.0,0.0,0.0,0.0,0
698170_BBB_2014J,900.0,4.568527918781726,40.0,21.0,131.0,0.16030534351145037,1
698180_BBB_2014J,695.0,3.818681318681319,121.0,28.0,139.0,0.2014388489208633,1
