student_key,total_clicks_early,mean_clicks_per_day_early,max_clicks_in_a_day_early,active_days_early,activity_span_early,consistency_early,target
575930_BBB_2013J,112.0,2.8,18.0,6.0,18.0,0.3333333333333333,1
575982_BBB_2013J,20.0,2.5,6.0,2.0,2.0,1.0,0
575992_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
576046_BBB_2013J,5.0,1.6666666666666667,3.0,1.0,0.0,0.0,0
576098_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
576158_BBB_2013J,52.0,2.260869565217391,6.0,7.0,24.0,0.2916666666666667,1
576226_BBB_2013J,56.0,1.9310344827586208,6.0,6.0,16.0,0.375,0
576375_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
576483_BBB_2013J,122.0,3.210526315789474,14.0,7.0,33.0,0.21212121212121213,1
576513_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
576524_BBB_2013J,124.0,2.5833333333333335,10.0,10.0,32.0,0.3125,0
576550_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
576600_BBB_2013J,460.0,3.7704918032786887,19.0,18.0,24.0,0.75,1
576664_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
576714_BBB_2013J,206.0,2.9855072463768115,12.0,10.0,29.0,0.3448275862068966,0
576815_BBB_2013J,29.0,1.8125,6.0,5.0,11.0,0.45454545454545453,0
576841_BBB_2013J,201.0,2.392857142857143,12.0,17.0,36.0,0.4722222222222222,1
576882_BBB_2013J,82.0,1.5769230769230769,5.0,14.0,31.0,0.45161290322580644,0
576935_BBB_2013J,378.0,2.625,30.0,29.0,37.0,0.7837837837837838,0
576940_BBB_2013J,1618.0,6.7698744769874475,57.0,29.0,37.0,0.7837837837837838,1
576946_BBB_2013J,227.0,2.203883495145631,24.0,16.0,34.0,0.47058823529411764,1
576947_BBB_2013J,17.0,1.7,5.0,2.0,11.0,0.18181818181818182,0
576981_BBB_2013J,146.0,2.1470588235294117,8.0,14.0,34.0,0.4117647058823529,1
576983_BBB_2013J,142.0,2.8979591836734695,15.0,8.0,33.0,0.24242424242424243,0
576985_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
576996_BBB_2013J,25.0,1.5625,3.0,2.0,19.0,0.10526315789473684,0
577007_BBB_2013J,17.0,1.8888888888888888,5.0,2.0,20.0,0.1,0
577049_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
577069_BBB_2013J,203.0,2.136842105263158,11.0,14.0,27.0,0.5185185185185185,1
577096_BBB_2013J,375.0,3.676470588235294,28.0,15.0,26.0,0.5769230769230769,1
577099_BBB_2013J,320.0,2.5396825396825395,10.0,20.0,36.0,0.5555555555555556,1
577215_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
577239_BBB_2013J,10.0,1.25,3.0,3.0,6.0,0.5,0
577256_BBB_2013J,63.0,2.1724137931034484,12.0,7.0,32.0,0.21875,1
577280_BBB_2013J,113.0,3.054054054054054,12.0,9.0,26.0,0.34615384615384615,1
577286_BBB_2013J,97.0,2.7714285714285714,13.0,7.0,27.0,0.25925925925925924,1
577347_BBB_2013J,1.0,1.0,1.0,1.0,0.0,0.0,0
577376_BBB_2013J,202.0,2.5569620253164556,13.0,25.0,37.0,0.6756756756756757,1
577449_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
577498_BBB_2013J,298.0,3.3863636363636362,21.0,12.0,36.0,0.3333333333333333,0
577648_BBB_2013J,245.0,1.8148148148148149,8.0,34.0,37.0,0.918918918918919,0
577659_BBB_2013J,48.0,1.92,7.0,3.0,15.0,0.2,0
577680_BBB_2013J,320.0,2.9357798165137616,23.0,27.0,31.0,0.8709677419354839,1
577692_BBB_2013J,56.0,1.4736842105263157,4.0,11.0,25.0,0.44,0
577695_BBB_2013J,6.0,1.2,2.0,2.0,2.0,1.0,0
577824_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,1
577905_BBB_2013J,1.0,1.0,1.0,1.0,0.0,0.0,0
577914_BBB_2013J,445.0,3.5317460317460316,41.0,17.0,36.0,0.4722222222222222,1
577915_BBB_2013J,61.0,1.90625,4.0,5.0,28.0,0.17857142857142858,1
577949_BBB_2013J,21.0,1.4,3.0,2.0,1.0,2.0,0
577965_BBB_2013J,90.0,2.5714285714285716,13.0,8.0,13.0,0.6153846153846154,0
577980_BBB_2013J,151.0,1.755813953488372,9.0,18.0,33.0,0.5454545454545454,1
577992_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
578030_BBB_2013J,171.0,2.671875,21.0,10.0,32.0,0.3125,1
578057_BBB_2013J,60.0,2.727272727272727,9.0,3.0,6.0,0.5,0
578062_BBB_2013J,5.0,1.25,2.0,2.0,18.0,0.1111111111111111,0
578109_BBB_2013J,146.0,3.2444444444444445,17.0,10.0,31.0,0.3225806451612903,1
578197_BBB_2013J,248.0,2.8505747126436782,16.0,14.0,37.0,0.3783783783783784,1
578264_BBB_2013J,10.0,1.25,2.0,1.0,0.0,0.0,0
578362_BBB_2013J,108.0,2.769230769230769,15.0,13.0,35.0,0.37142857142857144,0
578447_BBB_2013J,11.0,1.2222222222222223,3.0,2.0,23.0,0.08695652173913043,1
578520_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
578546_BBB_2013J,212.0,2.65,24.0,8.0,35.0,0.22857142857142856,1
578578_BBB_2013J,86.0,3.185185185185185,16.0,6.0,36.0,0.16666666666666666,1
578598_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
578600_BBB_2013J,138.0,2.6037735849056602,14.0,15.0,37.0,0.40540540540540543,1
578676_BBB_2013J,81.0,1.7608695652173914,8.0,8.0,36.0,0.2222222222222222,0
578717_BBB_2013J,128.0,2.0,8.0,12.0,29.0,0.41379310344827586,1
578739_BBB_2013J,3.0,1.5,2.0,1.0,0.0,0.0,0
578854_BBB_2013J,163.0,3.6222222222222222,14.0,7.0,25.0,0.28,0
578953_BBB_2013J,5.0,1.25,2.0,1.0,0.0,0.0,0
579046_BBB_2013J,18.0,1.8,6.0,4.0,3.0,1.3333333333333333,0
579050_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
579255_BBB_2013J,124.0,2.6956521739130435,9.0,12.0,37.0,0.32432432432432434,0
579256_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
579259_BBB_2013J,67.0,3.7222222222222223,11.0,2.0,9.0,0.2222222222222222,0
579279_BBB_2013J,143.0,3.108695652173913,7.0,8.0,27.0,0.2962962962962963,1
579300_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
579316_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,1
579448_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
579486_BBB_2013J,39.0,2.7857142857142856,14.0,2.0,13.0,0.15384615384615385,0
579549_BBB_2013J,74.0,2.466666666666667,13.0,7.0,31.0,0.22580645161290322,1
579571_BBB_2013J,200.0,2.7027027027027026,13.0,12.0,34.0,0.35294117647058826,1
579575_BBB_2013J,54.0,2.4545454545454546,7.0,7.0,23.0,0.30434782608695654,1
579619_BBB_2013J,479.0,3.214765100671141,16.0,27.0,37.0,0.7297297297297297,1
579718_BBB_2013J,11.0,2.2,6.0,3.0,31.0,0.0967741935483871,0
579762_BBB_2013J,240.0,2.696629213483146,35.0,10.0,33.0,0.30303030303030304,1
580094_BBB_2013J,620.0,4.025974025974026,22.0,31.0,37.0,0.8378378378378378,1
580314_BBB_2013J,6.0,1.0,1.0,1.0,0.0,0.0,0
580328_BBB_2013J,135.0,5.4,29.0,5.0,21.0,0.23809523809523808,0
580346_BBB_2013J,2753.0,10.196296296296296,100.0,36.0,37.0,0.972972972972973,1
580360_BBB_2013J,25.0,1.7857142857142858,4.0,3.0,18.0,0.16666666666666666,1
580412_BBB_2013J,37.0,2.3125,8.0,5.0,15.0,0.3333333333333333,0
580497_BBB_2013J,76.0,1.9487179487179487,8.0,6.0,21.0,0.2857142857142857,0
580540_BBB_2013J,163.0,1.9176470588235295,9.0,17.0,33.0,0.5151515151515151,1
580592_BBB_2013J,151.0,2.7962962962962963,17.0,11.0,32.0,0.34375,0
580612_BBB_2013J,437.0,4.08411214953271,27.0,15.0,33.0,0.45454545454545453,1
580646_BBB_2013J,188.0,2.292682926829268,14.0,14.0,28.0,0.5,1
580654_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
580684_BBB_2013J,16.0,1.2307692307692308,4.0,9.0,35.0,0.2571428571428571,0
580854_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
580880_BBB_2013J,271.0,2.419642857142857,10.0,19.0,37.0,0.5135135135135135,1
580883_BBB_2013J,615.0,3.4943181818181817,30.0,23.0,34.0,0.6764705882352942,1
580960_BBB_2013J,402.0,4.276595744680851,27.0,14.0,32.0,0.4375,1
580975_BBB_2013J,106.0,2.5853658536585367,17.0,8.0,24.0,0.3333333333333333,0
581016_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
581027_BBB_2013J,91.0,2.6,10.0,8.0,17.0,0.47058823529411764,0
581038_BBB_2013J,327.0,2.8434782608695652,17.0,23.0,35.0,0.6571428571428571,0
581139_BBB_2013J,32.0,1.8823529411764706,11.0,4.0,11.0,0.36363636363636365,1
581235_BBB_2013J,458.0,3.3676470588235294,29.0,24.0,36.0,0.6666666666666666,0
581305_BBB_2013J,2.0,2.0,2.0,1.0,0.0,0.0,0
581431_BBB_2013J,24.0,2.6666666666666665,10.0,4.0,20.0,0.2,0
581492_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
581493_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
581530_BBB_2013J,47.0,1.8076923076923077,6.0,4.0,20.0,0.2,1
581586_BBB_2013J,86.0,2.388888888888889,16.0,12.0,37.0,0.32432432432432434,1
581625_BBB_2013J,290.0,3.580246913580247,16.0,18.0,35.0,0.5142857142857142,0
581657_BBB_2013J,214.0,2.488372093023256,15.0,16.0,34.0,0.47058823529411764,1
581672_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
581826_BBB_2013J,59.0,1.6857142857142857,9.0,9.0,35.0,0.2571428571428571,0
581959_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
582084_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
582093_BBB_2013J,18.0,3.0,12.0,3.0,2.0,1.5,0
582123_BBB_2013J,27.0,2.25,7.0,5.0,32.0,0.15625,1
582182_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
582184_BBB_2013J,106.0,2.0,10.0,12.0,37.0,0.32432432432432434,0
582190_BBB_2013J,310.0,3.875,33.0,15.0,33.0,0.45454545454545453,0
582218_BBB_2013J,40.0,3.3333333333333335,10.0,3.0,14.0,0.21428571428571427,0
582243_BBB_2013J,85.0,2.5,12.0,5.0,17.0,0.29411764705882354,0
582301_BBB_2013J,136.0,3.090909090909091,22.0,8.0,33.0,0.24242424242424243,0
582305_BBB_2013J,620.0,4.1610738255033555,22.0,28.0,35.0,0.8,1
582333_BBB_2013J,245.0,2.9878048780487805,49.0,25.0,37.0,0.6756756756756757,1
582390_BBB_2013J,128.0,2.909090909090909,12.0,9.0,32.0,0.28125,1
582394_BBB_2013J,331.0,4.355263157894737,28.0,14.0,23.0,0.6086956521739131,1
582404_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
582406_BBB_2013J,30.0,1.875,5.0,5.0,16.0,0.3125,1
582439_BBB_2013J,5.0,1.6666666666666667,3.0,1.0,0.0,0.0,0
582443_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
582446_BBB_2013J,143.0,2.6,13.0,10.0,37.0,0.2702702702702703,1
582469_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
582474_BBB_2013J,102.0,2.55,7.0,8.0,30.0,0.26666666666666666,1
582574_BBB_2013J,333.0,2.7520661157024793,17.0,22.0,37.0,0.5945945945945946,1
582578_BBB_2013J,185.0,3.189655172413793,13.0,13.0,26.0,0.5,1
582591_BBB_2013J,1300.0,7.027027027027027,73.0,27.0,37.0,0.7297297297297297,0
582636_BBB_2013J,74.0,2.5517241379310347,13.0,2.0,1.0,2.0,1
582650_BBB_2013J,220.0,2.972972972972973,20.0,10.0,23.0,0.43478260869565216,1
582806_BBB_2013J,16.0,1.6,5.0,2.0,22.0,0.09090909090909091,0
582833_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
582878_BBB_2013J,7.0,1.75,4.0,2.0,26.0,0.07692307692307693,1
582940_BBB_2013J,130.0,2.549019607843137,12.0,7.0,26.0,0.2692307692307692,1
582958_BBB_2013J,674.0,4.713286713286713,52.0,22.0,27.0,0.8148148148148148,1
582963_BBB_2013J,6.0,1.2,2.0,1.0,0.0,0.0,0
582975_BBB_2013J,98.0,2.7222222222222223,10.0,8.0,28.0,0.2857142857142857,1
583007_BBB_2013J,1.0,1.0,1.0,1.0,0.0,0.0,0
583012_BBB_2013J,30.0,1.7647058823529411,8.0,4.0,24.0,0.16666666666666666,1
583021_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
583039_BBB_2013J,228.0,2.8860759493670884,11.0,12.0,36.0,0.3333333333333333,1
583065_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
583098_BBB_2013J,138.0,3.2857142857142856,22.0,9.0,20.0,0.45,0
583113_BBB_2013J,323.0,2.6260162601626016,39.0,21.0,37.0,0.5675675675675675,0
583142_BBB_2013J,131.0,1.7466666666666666,14.0,21.0,32.0,0.65625,0
583170_BBB_2013J,216.0,2.88,13.0,12.0,30.0,0.4,1
583179_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
583191_BBB_2013J,38.0,2.235294117647059,8.0,4.0,19.0,0.21052631578947367,1
583235_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
583240_BBB_2013J,157.0,2.378787878787879,11.0,13.0,33.0,0.3939393939393939,0
583255_BBB_2013J,65.0,2.4074074074074074,8.0,4.0,33.0,0.12121212121212122,0
583301_BBB_2013J,2.0,1.0,1.0,1.0,0.0,0.0,0
583333_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
583367_BBB_2013J,2.0,1.0,1.0,1.0,0.0,0.0,0
583429_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
583433_BBB_2013J,1088.0,5.666666666666667,61.0,29.0,36.0,0.8055555555555556,1
583459_BBB_2013J,51.0,1.5454545454545454,8.0,12.0,30.0,0.4,1
583473_BBB_2013J,64.0,1.8285714285714285,6.0,6.0,26.0,0.23076923076923078,1
583534_BBB_2013J,35.0,2.1875,8.0,2.0,5.0,0.4,0
583598_BBB_2013J,122.0,2.772727272727273,10.0,6.0,17.0,0.35294117647058826,0
583609_BBB_2013J,196.0,3.0153846153846153,14.0,13.0,31.0,0.41935483870967744,1
583645_BBB_2013J,221.0,3.4,22.0,14.0,34.0,0.4117647058823529,1
583708_BBB_2013J,153.0,2.6842105263157894,10.0,10.0,37.0,0.2702702702702703,1
583832_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
583873_BBB_2013J,501.0,3.9761904761904763,34.0,24.0,36.0,0.6666666666666666,1
583964_BBB_2013J,28.0,1.4736842105263157,3.0,5.0,20.0,0.25,1
583967_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
583970_BBB_2013J,88.0,2.0952380952380953,7.0,10.0,32.0,0.3125,1
583977_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
584042_BBB_2013J,308.0,2.6551724137931036,31.0,15.0,33.0,0.45454545454545453,1
584178_BBB_2013J,19.0,2.111111111111111,7.0,2.0,26.0,0.07692307692307693,1
584223_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
584238_BBB_2013J,41.0,3.4166666666666665,15.0,1.0,0.0,0.0,0
584325_BBB_2013J,259.0,2.8777777777777778,21.0,12.0,34.0,0.35294117647058826,0
584342_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
584374_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
584408_BBB_2013J,31.0,1.8235294117647058,6.0,3.0,24.0,0.125,0
584534_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
584580_BBB_2013J,30.0,2.5,9.0,3.0,7.0,0.42857142857142855,1
584588_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
584611_BBB_2013J,14.0,1.0769230769230769,2.0,2.0,20.0,0.1,0
584676_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
584735_BBB_2013J,33.0,2.2,7.0,4.0,25.0,0.16,0
584762_BBB_2013J,373.0,2.9603174603174605,36.0,28.0,36.0,0.7777777777777778,0
584766_BBB_2013J,598.0,4.635658914728682,65.0,19.0,37.0,0.5135135135135135,1
584813_BBB_2013J,170.0,2.4285714285714284,16.0,15.0,32.0,0.46875,1
584892_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585004_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585074_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585170_BBB_2013J,95.0,2.317073170731707,18.0,12.0,27.0,0.4444444444444444,1
585200_BBB_2013J,160.0,3.6363636363636362,22.0,11.0,33.0,0.3333333333333333,1
585212_BBB_2013J,161.0,2.5555555555555554,17.0,15.0,31.0,0.4838709677419355,1
585342_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585355_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585406_BBB_2013J,46.0,2.3,7.0,3.0,27.0,0.1111111111111111,1
585459_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585461_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585603_BBB_2013J,110.0,2.619047619047619,11.0,9.0,27.0,0.3333333333333333,1
585611_BBB_2013J,362.0,4.309523809523809,38.0,12.0,31.0,0.3870967741935484,1
585618_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585644_BBB_2013J,4.0,1.3333333333333333,2.0,1.0,0.0,0.0,1
585652_BBB_2013J,37.0,1.7619047619047619,8.0,7.0,31.0,0.22580645161290322,1
585693_BBB_2013J,2668.0,9.296167247386759,54.0,33.0,37.0,0.8918918918918919,1
585764_BBB_2013J,99.0,1.98,8.0,8.0,30.0,0.26666666666666666,0
585779_BBB_2013J,354.0,3.308411214953271,24.0,18.0,36.0,0.5,1
585790_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585816_BBB_2013J,33.0,1.5,4.0,6.0,18.0,0.3333333333333333,0
585915_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
585963_BBB_2013J,48.0,2.526315789473684,8.0,2.0,20.0,0.1,0
586072_BBB_2013J,60.0,1.7647058823529411,6.0,8.0,35.0,0.22857142857142856,0
586078_BBB_2013J,10.0,2.0,4.0,2.0,17.0,0.11764705882352941,1
586145_BBB_2013J,19.0,1.2666666666666666,3.0,4.0,28.0,0.14285714285714285,0
586165_BBB_2013J,18.0,1.6363636363636365,5.0,5.0,29.0,0.1724137931034483,0
586346_BBB_2013J,379.0,3.032,26.0,17.0,36.0,0.4722222222222222,1
586393_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
586407_BBB_2013J,122.0,2.489795918367347,12.0,10.0,25.0,0.4,0
586416_BBB_2013J,125.0,3.3783783783783785,21.0,11.0,34.0,0.3235294117647059,1
586440_BBB_2013J,114.0,2.425531914893617,9.0,11.0,20.0,0.55,1
586450_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
586490_BBB_2013J,22.0,1.375,3.0,3.0,24.0,0.125,0
586516_BBB_2013J,2135.0,9.163090128755364,74.0,28.0,36.0,0.7777777777777778,0
586535_BBB_2013J,719.0,3.764397905759162,26.0,28.0,37.0,0.7567567567567568,1
586581_BBB_2013J,199.0,2.6184210526315788,12.0,18.0,28.0,0.6428571428571429,1
586720_BBB_2013J,5.0,1.6666666666666667,3.0,2.0,2.0,1.0,0
586742_BBB_2013J,65.0,1.9696969696969697,10.0,8.0,28.0,0.2857142857142857,1
586836_BBB_2013J,77.0,1.8333333333333333,6.0,8.0,25.0,0.32,0
586843_BBB_2013J,285.0,2.4782608695652173,19.0,16.0,30.0,0.5333333333333333,1
586854_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
586882_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
586890_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
586928_BBB_2013J,152.0,2.6206896551724137,16.0,13.0,23.0,0.5652173913043478,0
586975_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
586996_BBB_2013J,517.0,3.4932432432432434,52.0,31.0,37.0,0.8378378378378378,1
587051_BBB_2013J,102.0,2.7567567567567566,10.0,6.0,27.0,0.2222222222222222,0
587071_BBB_2013J,4.0,1.3333333333333333,2.0,1.0,0.0,0.0,0
587120_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
587155_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
587192_BBB_2013J,107.0,2.018867924528302,7.0,16.0,34.0,0.47058823529411764,1
587194_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
587219_BBB_2013J,406.0,2.8194444444444446,16.0,25.0,37.0,0.6756756756756757,0
587223_BBB_2013J,630.0,2.985781990521327,16.0,25.0,37.0,0.6756756756756757,1
587285_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
587297_BBB_2013J,312.0,2.736842105263158,16.0,14.0,32.0,0.4375,1
587349_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
587409_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,1
587418_BBB_2013J,238.0,2.7674418604651163,13.0,26.0,37.0,0.7027027027027027,1
587423_BBB_2013J,520.0,2.810810810810811,17.0,25.0,36.0,0.6944444444444444,1
587564_BBB_2013J,167.0,2.4558823529411766,14.0,10.0,33.0,0.30303030303030304,1
587623_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
587665_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
587702_BBB_2013J,369.0,4.670886075949367,19.0,15.0,37.0,0.40540540540540543,1
587722_BBB_2013J,41.0,2.5625,9.0,6.0,16.0,0.375,1
587732_BBB_2013J,239.0,2.5425531914893615,12.0,21.0,31.0,0.6774193548387096,1
587754_BBB_2013J,51.0,2.3181818181818183,9.0,4.0,29.0,0.13793103448275862,1
587755_BBB_2013J,45.0,2.6470588235294117,9.0,3.0,15.0,0.2,1
587810_BBB_2013J,129.0,2.1147540983606556,13.0,14.0,29.0,0.4827586206896552,1
587824_BBB_2013J,83.0,1.930232558139535,7.0,11.0,34.0,0.3235294117647059,0
587838_BBB_2013J,163.0,2.76271186440678,10.0,6.0,8.0,0.75,0
587851_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
587923_BBB_2013J,238.0,2.9382716049382718,27.0,13.0,33.0,0.3939393939393939,1
587961_BBB_2013J,30.0,1.7647058823529411,5.0,4.0,14.0,0.2857142857142857,0
587985_BBB_2013J,71.0,3.55,11.0,5.0,18.0,0.2777777777777778,1
588117_BBB_2013J,462.0,3.6377952755905514,27.0,16.0,37.0,0.43243243243243246,1
588191_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
588194_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
588205_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
588252_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
588265_BBB_2013J,83.0,4.611111111111111,18.0,3.0,12.0,0.25,1
588321_BBB_2013J,34.0,1.619047619047619,5.0,6.0,31.0,0.1935483870967742,0
588355_BBB_2013J,89.0,2.0697674418604652,12.0,6.0,16.0,0.375,1
588432_BBB_2013J,100.0,2.9411764705882355,19.0,5.0,21.0,0.23809523809523808,0
588445_BBB_2013J,36.0,1.6363636363636365,5.0,4.0,21.0,0.19047619047619047,0
588504_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
588642_BBB_2013J,206.0,3.7454545454545456,19.0,10.0,30.0,0.3333333333333333,1
588685_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
588691_BBB_2013J,3.0,3.0,3.0,1.0,0.0,0.0,0
588713_BBB_2013J,9.0,1.5,3.0,3.0,13.0,0.23076923076923078,0
588883_BBB_2013J,380.0,2.7737226277372264,17.0,22.0,35.0,0.6285714285714286,1
588910_BBB_2013J,194.0,2.9393939393939394,15.0,15.0,33.0,0.45454545454545453,1
588969_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
589067_BBB_2013J,166.0,2.4057971014492754,11.0,9.0,25.0,0.36,1
589123_BBB_2013J,65.0,3.0952380952380953,17.0,5.0,13.0,0.38461538461538464,1
589154_BBB_2013J,26.0,2.6,8.0,3.0,7.0,0.42857142857142855,0
589216_BBB_2013J,32.0,1.7777777777777777,5.0,2.0,1.0,2.0,0
589234_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
589239_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
589296_BBB_2013J,836.0,4.518918918918919,28.0,28.0,37.0,0.7567567567567568,1
589302_BBB_2013J,113.0,3.2285714285714286,9.0,10.0,25.0,0.4,1
589411_BBB_2013J,169.0,2.7704918032786887,8.0,8.0,31.0,0.25806451612903225,1
589471_BBB_2013J,174.0,2.0,12.0,20.0,37.0,0.5405405405405406,0
589508_BBB_2013J,420.0,3.7168141592920354,21.0,23.0,36.0,0.6388888888888888,1
589509_BBB_2013J,66.0,1.9411764705882353,10.0,10.0,32.0,0.3125,1
589580_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
589810_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
589903_BBB_2013J,89.0,2.78125,16.0,7.0,30.0,0.23333333333333334,1
589950_BBB_2013J,57.0,2.0357142857142856,7.0,5.0,19.0,0.2631578947368421,1
590107_BBB_2013J,87.0,1.851063829787234,9.0,13.0,33.0,0.3939393939393939,0
590202_BBB_2013J,764.0,5.093333333333334,35.0,21.0,28.0,0.75,1
590231_BBB_2013J,240.0,3.4285714285714284,25.0,20.0,37.0,0.5405405405405406,1
590244_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
590305_BBB_2013J,39.0,3.9,7.0,1.0,0.0,0.0,0
590308_BBB_2013J,44.0,2.0952380952380953,10.0,7.0,32.0,0.21875,0
590310_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
590325_BBB_2013J,81.0,2.025,6.0,8.0,32.0,0.25,1
590360_BBB_2013J,31.0,2.2142857142857144,7.0,3.0,18.0,0.16666666666666666,0
590362_BBB_2013J,27.0,1.588235294117647,6.0,8.0,32.0,0.25,1
590365_BBB_2013J,200.0,2.7777777777777777,16.0,14.0,28.0,0.5,0
590372_BBB_2013J,228.0,5.3023255813953485,29.0,10.0,34.0,0.29411764705882354,1
590478_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
590502_BBB_2013J,357.0,2.625,23.0,21.0,26.0,0.8076923076923077,0
590625_BBB_2013J,265.0,3.271604938271605,33.0,18.0,33.0,0.5454545454545454,1
590667_BBB_2013J,129.0,2.15,9.0,12.0,29.0,0.41379310344827586,1
590668_BBB_2013J,81.0,2.793103448275862,13.0,8.0,26.0,0.3076923076923077,0
590713_BBB_2013J,0.0,0.0,0.0,0.0,0.0,0.0,0
