student_key,gender,age_band,highest_education,imd_band,disability,region,num_of_prev_attempts,studied_credits,target
2524295_BBB_2014B,0,1,1,5,0,3,0,60,1
2526784_BBB_2014B,0,0,2,2,0,9,0,60,1
2532643_BBB_2014B,0,1,0,4,0,9,0,60,0
2533391_BBB_2014B,1,1,2,7,0,9,0,60,1
2534954_BBB_2014B,0,1,2,0,1,10,3,60,1
2538123_BBB_2014B,0,0,2,0,0,1,0,60,0
2539641_BBB_2014B,1,0,2,1,0,3,0,120,1
2541388_BBB_2014B,0,0,2,6,0,1,0,60,1
2552149_BBB_2014B,0,1,2,8,0,5,0,60,0
2554464_BBB_2014B,0,0,2,4,0,1,0,60,0
2567352_BBB_2014B,0,0,2,1,0,11,0,60,0
2568059_BBB_2014B,0,0,0,6,0,1,0,180,1
2570092_BBB_2014B,0,0,0,0,0,11,0,60,1
2571054_BBB_2014B,0,1,2,3,0,0,0,60,1
2574365_BBB_2014B,0,1,2,1,0,9,0,60,1
2575914_BBB_2014B,0,0,2,0,1,4,4,120,1
2578704_BBB_2014B,0,1,0,1,0,7,0,120,0
2590564_BBB_2014B,0,1,1,9,0,3,0,90,1
2591974_BBB_2014B,0,1,1,7,0,5,0,120,1
2592923_BBB_2014B,1,0,2,1,1,10,0,60,0
2597543_BBB_2014B,0,1,0,1,0,3,0,60,1
2602679_BBB_2014B,0,1,0,3,0,10,0,60,1
2605113_BBB_2014B,0,0,3,1,0,4,1,60,0
2609574_BBB_2014B,1,0,2,2,1,11,0,60,0
2611847_BBB_2014B,0,0,0,0,0,11,0,60,0
2625752_BBB_2014B,0,0,2,2,0,0,1,180,0
2626410_BBB_2014B,0,1,0,4,0,10,1,60,0
2626511_BBB_2014B,0,0,0,0,1,12,0,60,0
2632243_BBB_2014B,0,0,0,8,0,8,0,120,0
2634946_BBB_2014B,1,0,0,5,0,11,0,180,0
2636696_BBB_2014B,0,0,0,4,0,11,0,60,1
2641657_BBB_2014B,1,1,0,0,0,4,0,60,1
2641682_BBB_2014B,0,0,2,7,1,9,1,60,0
2643007_BBB_2014B,0,1,1,1,0,3,0,60,1
2652209_BBB_2014B,0,1,2,1,0,3,0,60,1
2653570_BBB_2014B,0,1,0,8,0,10,2,60,0
2659042_BBB_2014B,0,0,2,5,0,1,0,120,1
2677541_BBB_2014B,0,0,2,5,0,10,0,75,0
2681783_BBB_2014B,0,0,2,1,0,7,0,250,1
2683697_BBB_2014B,0,0,2,0,0,3,1,120,0
2687378_BBB_2014B,0,0,0,6,0,8,1,120,1
2687644_BBB_2014B,1,1,2,1,1,9,1,60,0
2690136_BBB_2014B,0,0,2,1,0,12,3,270,0
2690719_BBB_2014B,1,0,2,7,0,1,0,150,0
26315_BBB_2014J,0,1,2,6,0,0,1,60,1
26734_BBB_2014J,1,0,0,2,1,9,0,90,0
32327_BBB_2014J,0,0,2,2,0,9,2,60,0
32930_BBB_2014J,0,1,0,4,0,8,0,60,1
34431_BBB_2014J,0,0,2,7,0,12,1,60,0
34662_BBB_2014J,0,1,0,6,0,9,0,60,0
38711_BBB_2014J,1,1,2,0,1,11,0,60,0
39208_BBB_2014J,0,1,0,9,0,10,0,120,1
41547_BBB_2014J,0,0,0,4,0,12,0,60,1
47891_BBB_2014J,0,0,2,1,0,10,4,60,0
53236_BBB_2014J,0,0,2,6,0,12,1,180,0
57285_BBB_2014J,0,0,0,0,0,3,0,60,1
58520_BBB_2014J,0,1,0,5,1,8,0,120,0
58653_BBB_2014J,0,1,2,8,0,5,1,120,1
59272_BBB_2014J,0,0,2,6,0,7,0,60,1
61352_BBB_2014J,0,0,0,0,0,12,2,60,0
63467_BBB_2014J,0,1,0,5,0,5,0,120,1
65807_BBB_2014J,0,0,1,1,0,5,2,180,0
70569_BBB_2014J,0,0,2,0,0,10,3,60,1
70750_BBB_2014J,0,0,2,5,0,3,1,120,0
71504_BBB_2014J,0,1,0,2,0,0,0,120,1
72349_BBB_2014J,0,0,0,0,0,6,0,60,0
73584_BBB_2014J,0,0,2,3,0,9,1,60,0
73874_BBB_2014J,0,1,2,9,0,10,2,60,0
74574_BBB_2014J,0,0,2,1,1,6,0,120,0
82611_BBB_2014J,0,0,2,1,0,10,0,60,0
84541_BBB_2014J,0,0,0,1,0,4,0,120,0
89850_BBB_2014J,0,0,1,9,0,8,0,120,1
98452_BBB_2014J,1,0,0,3,1,9,0,120,0
98842_BBB_2014J,0,0,2,1,0,8,0,60,1
99088_BBB_2014J,0,0,2,2,0,12,2,60,0
102067_BBB_2014J,0,0,0,1,0,5,1,120,0
103496_BBB_2014J,0,1,2,1,0,2,0,60,1
103998_BBB_2014J,0,0,2,6,0,8,0,60,0
106095_BBB_2014J,0,0,0,7,0,5,0,60,1
106383_BBB_2014J,0,1,1,5,0,6,0,60,0
106793_BBB_2014J,1,1,0,6,0,0,0,60,0
108859_BBB_2014J,1,0,0,7,1,9,0,60,1
109441_BBB_2014J,0,0,0,2,0,7,0,120,1
110911_BBB_2014J,0,0,2,8,0,6,0,60,1
114402_BBB_2014J,0,0,2,5,1,7,0,90,1
116606_BBB_2014J,1,1,0,5,0,1,0,60,1
117544_BBB_2014J,0,1,2,8,0,9,0,60,1
117545_BBB_2014J,0,0,2,1,0,10,4,120,0
118213_BBB_2014J,0,1,1,2,0,3,0,60,0
118877_BBB_2014J,0,0,2,7,0,10,3,60,0
119437_BBB_2014J,0,0,2,0,0,11,2,60,0
119444_BBB_2014J,0,0,2,2,0,1,0,120,0
123087_BBB_2014J,0,0,0,0,0,11,0,120,1
125535_BBB_2014J,0,1,0,3,0,6,2,120,1
125874_BBB_2014J,0,1,2,4,1,7,1,60,0
126769_BBB_2014J,0,0,2,0,0,11,1,60,1
126800_BBB_2014J,0,1,0,6,0,1,0,120,1
132055_BBB_2014J,0,0,1,9,0,0,0,60,0
132924_BBB_2014J,0,1,2,1,0,9,0,60,0
138407_BBB_2014J,0,1,0,3,0,9,0,60,0
142324_BBB_2014J,0,1,2,3,0,0,1,120,1
145280_BBB_2014J,0,1,2,2,0,1,1,60,1
150398_BBB_2014J,0,0,0,9,1,1,0,60,1
151917_BBB_2014J,0,0,0,1,0,11,4,60,1
152973_BBB_2014J,0,1,2,6,0,6,0,120,1
155484_BBB_2014J,0,1,2,6,0,9,0,120,1
156358_BBB_2014J,0,0,2,6,0,2,2,60,0
157752_BBB_2014J,0,0,0,0,0,10,0,120,0
160026_BBB_2014J,0,0,0,2,0,11,2,60,1
161811_BBB_2014J,0,0,0,4,0,9,0,60,0
165099_BBB_2014J,0,0,2,2,0,1,0,180,0
165498_BBB_2014J,0,1,2,8,1,0,0,270,0
169008_BBB_2014J,1,1,2,1,0,2,0,60,1
169400_BBB_2014J,0,0,1,9,0,10,0,120,1
173163_BBB_2014J,0,1,0,1,0,9,0,60,0
177554_BBB_2014J,0,0,0,4,0,8,0,60,0
179073_BBB_2014J,0,0,2,6,0,0,1,60,0
179297_BBB_2014J,0,1,2,1,0,1,1,60,0
184234_BBB_2014J,0,0,2,1,0,2,1,60,0
184583_BBB_2014J,0,0,2,4,0,10,3,60,0
184972_BBB_2014J,0,0,2,9,0,6,0,60,1
188766_BBB_2014J,0,1,0,0,0,2,0,120,1
191459_BBB_2014J,0,0,0,6,1,6,1,60,0
191746_BBB_2014J,0,0,2,4,0,10,2,90,0
191973_BBB_2014J,0,1,1,6,0,10,0,60,1
192944_BBB_2014J,0,1,2,4,0,1,0,60,1
193310_BBB_2014J,0,0,1,0,0,9,0,120,1
195221_BBB_2014J,0,0,0,5,0,10,1,60,0
195345_BBB_2014J,0,0,2,9,0,0,1,60,1
195940_BBB_2014J,0,0,2,2,0,10,0,60,1
197527_BBB_2014J,0,0,2,7,0,10,0,60,0
201655_BBB_2014J,0,0,0,5,0,12,0,60,0
205978_BBB_2014J,0,0,2,5,0,10,0,60,0
226839_BBB_2014J,0,0,0,9,0,8,0,60,1
228235_BBB_2014J,0,1,0,3,0,12,2,60,0
228909_BBB_2014J,1,1,2,10,1,4,0,60,0
229326_BBB_2014J,0,1,2,3,0,11,0,60,0
230383_BBB_2014J,0,0,0,6,0,12,0,60,1
235371_BBB_2014J,1,0,0,8,0,0,0,60,1
237913_BBB_2014J,0,0,0,2,0,5,2,60,1
238144_BBB_2014J,0,1,0,4,0,10,3,60,0
242893_BBB_2014J,0,0,3,3,0,12,2,60,0
245784_BBB_2014J,0,1,1,3,0,0,1,60,0
247457_BBB_2014J,0,0,0,8,0,7,0,60,1
247967_BBB_2014J,0,0,2,0,0,11,0,60,0
249154_BBB_2014J,0,0,0,0,0,12,0,60,0
252863_BBB_2014J,1,1,2,4,0,1,0,60,1
254313_BBB_2014J,0,1,1,2,1,7,0,240,0
254612_BBB_2014J,1,0,0,3,0,6,3,90,0
255957_BBB_2014J,0,0,2,1,0,11,1,60,0
258268_BBB_2014J,0,0,1,3,0,1,0,120,1
258840_BBB_2014J,0,0,0,3,0,3,1,60,1
260137_BBB_2014J,1,0,1,1,0,11,0,60,1
260216_BBB_2014J,0,0,2,2,0,5,1,60,0
260777_BBB_2014J,0,0,2,0,0,5,2,90,0
263448_BBB_2014J,0,0,1,3,0,9,0,60,1
264281_BBB_2014J,1,2,0,2,0,5,0,180,0
264694_BBB_2014J,0,0,2,2,0,10,0,60,0
264732_BBB_2014J,0,0,2,1,0,8,2,120,0
265466_BBB_2014J,0,1,0,3,0,2,1,60,1
267774_BBB_2014J,0,0,0,4,0,6,0,60,0
269510_BBB_2014J,0,0,0,4,1,1,0,60,0
270191_BBB_2014J,0,0,2,9,0,11,0,120,0
271047_BBB_2014J,0,0,2,9,0,9,0,60,0
272000_BBB_2014J,1,0,1,4,0,12,0,90,0
272617_BBB_2014J,0,0,2,2,1,1,3,60,0
275006_BBB_2014J,0,0,2,2,0,3,2,60,1
275180_BBB_2014J,0,1,2,2,0,1,0,60,1
275296_BBB_2014J,0,0,0,6,0,1,2,60,0
276925_BBB_2014J,0,1,0,7,0,10,1,60,1
277967_BBB_2014J,1,0,2,7,0,3,1,60,1
279238_BBB_2014J,1,0,2,2,0,0,0,60,0
280054_BBB_2014J,0,0,2,0,0,10,0,60,0
280152_BBB_2014J,0,0,0,5,0,7,0,60,1
284246_BBB_2014J,0,1,0,3,0,2,0,60,0
284762_BBB_2014J,0,0,0,1,0,1,2,60,1
285470_BBB_2014J,0,0,0,5,0,0,0,180,1
285992_BBB_2014J,0,0,0,4,0,9,0,60,0
286338_BBB_2014J,0,1,2,3,0,8,0,60,1
286947_BBB_2014J,0,0,0,3,0,1,1,60,1
288086_BBB_2014J,0,0,0,4,0,5,0,180,1
288655_BBB_2014J,0,0,0,0,0,4,0,60,0
290184_BBB_2014J,0,0,1,9,0,0,0,120,1
292813_BBB_2014J,0,0,0,9,1,0,1,120,0
293387_BBB_2014J,0,1,2,2,0,10,0,60,1
293989_BBB_2014J,0,0,0,1,1,12,0,60,0
294134_BBB_2014J,0,0,0,4,0,0,0,60,1
297179_BBB_2014J,0,1,2,5,0,4,1,60,1
297685_BBB_2014J,0,1,0,6,0,9,0,120,1
297806_BBB_2014J,0,1,2,4,0,1,0,60,0
298187_BBB_2014J,0,0,2,4,0,6,0,60,1
298303_BBB_2014J,0,0,0,1,0,2,0,60,1
298961_BBB_2014J,0,1,2,3,0,8,1,60,1
300819_BBB_2014J,1,0,1,3,0,8,0,60,1
303165_BBB_2014J,0,1,2,1,0,12,0,60,1
303617_BBB_2014J,0,1,2,0,0,10,1,60,1
305909_BBB_2014J,0,1,0,6,0,8,0,60,1
306478_BBB_2014J,0,0,2,8,0,2,0,60,1
306880_BBB_2014J,0,0,2,2,0,10,0,90,0
308775_BBB_2014J,0,1,0,1,0,4,0,120,1
308850_BBB_2014J,1,1,2,1,0,10,0,120,0
314252_BBB_2014J,1,1,0,2,0,11,0,60,1
314675_BBB_2014J,0,0,0,7,0,5,0,60,1
314801_BBB_2014J,0,0,2,0,0,5,1,60,1
316421_BBB_2014J,0,1,2,1,0,0,1,60,0
321450_BBB_2014J,0,0,2,4,0,10,1,120,1
322184_BBB_2014J,0,0,2,0,0,9,0,60,0
322574_BBB_2014J,0,0,0,3,1,9,0,60,0
327224_BBB_2014J,0,1,0,6,0,2,3,60,0
327940_BBB_2014J,0,1,0,9,0,0,0,60,1
330917_BBB_2014J,0,1,0,3,0,1,0,60,1
330981_BBB_2014J,0,0,0,3,0,10,0,60,0
335035_BBB_2014J,0,1,2,7,0,0,0,60,0
335765_BBB_2014J,0,0,0,0,0,11,1,60,0
338554_BBB_2014J,0,0,1,1,0,6,0,60,1
340216_BBB_2014J,0,0,0,5,0,8,0,90,1
340592_BBB_2014J,0,0,0,0,0,10,3,120,0
340899_BBB_2014J,1,0,2,0,0,10,0,60,0
341611_BBB_2014J,0,0,2,0,0,5,1,120,0
342192_BBB_2014J,0,0,0,9,1,0,0,90,1
343138_BBB_2014J,0,1,0,1,0,3,0,60,0
345128_BBB_2014J,0,0,0,8,0,0,3,60,0
349924_BBB_2014J,0,0,2,0,0,4,1,60,0
350312_BBB_2014J,0,0,0,3,0,10,1,90,0
350797_BBB_2014J,0,1,2,5,0,3,1,60,1
351050_BBB_2014J,0,0,2,1,0,2,0,60,1
353617_BBB_2014J,0,0,2,0,0,10,0,60,0
357901_BBB_2014J,0,0,2,10,0,4,1,90,0
358001_BBB_2014J,0,0,0,6,0,10,0,120,1
358204_BBB_2014J,0,0,2,5,0,6,0,120,1
361411_BBB_2014J,0,1,1,4,0,6,0,60,1
363213_BBB_2014J,1,0,0,2,0,6,0,60,1
364527_BBB_2014J,0,0,0,3,0,2,2,60,1
365097_BBB_2014J,0,0,0,3,0,4,0,120,1
365111_BBB_2014J,0,0,1,3,1,6,2,120,0
366479_BBB_2014J,0,1,0,4,0,0,0,60,1
366791_BBB_2014J,0,0,2,5,0,5,1,120,0
368521_BBB_2014J,0,0,0,4,0,5,0,60,1
369234_BBB_2014J,0,0,2,3,1,10,2,60,0
372602_BBB_2014J,0,0,0,9,0,8,0,120,1
373174_BBB_2014J,0,0,0,0,0,11,2,60,1
373846_BBB_2014J,0,1,0,4,0,8,1,60,0
376117_BBB_2014J,0,0,0,9,0,8,0,60,0
379212_BBB_2014J,0,1,2,3,0,5,0,180,0
379720_BBB_2014J,0,0,2,1,1,1,0,60,1
380515_BBB_2014J,0,1,2,0,0,3,0,120,0
381882_BBB_2014J,0,0,0,4,0,0,1,120,0
384266_BBB_2014J,0,0,0,0,0,11,0,60,0
385341_BBB_2014J,0,0,0,0,0,5,0,60,0
385405_BBB_2014J,1,1,0,0,0,2,1,60,1
387276_BBB_2014J,0,1,2,5,0,5,4,60,0
387406_BBB_2014J,0,0,2,2,0,10,2,60,0
387773_BBB_2014J,0,0,0,1,0,6,0,120,1
388738_BBB_2014J,1,1,0,1,0,8,1,60,0
391937_BBB_2014J,0,1,0,6,0,9,0,60,1
393529_BBB_2014J,0,0,1,3,0,6,3,60,0
394314_BBB_2014J,0,0,2,0,0,12,0,60,0
395169_BBB_2014J,0,0,2,4,1,7,0,60,0
395320_BBB_2014J,0,1,1,4,0,8,1,60,1
395822_BBB_2014J,0,0,0,4,0,9,0,60,1
396016_BBB_2014J,0,0,0,6,0,0,0,60,0
396673_BBB_2014J,0,1,0,2,0,8,0,240,0
397414_BBB_2014J,0,0,0,4,1,11,2,60,1
398071_BBB_2014J,0,0,0,6,0,12,0,60,0
398442_BBB_2014J,1,0,0,7,0,6,0,120,1
399737_BBB_2014J,1,1,0,5,0,0,1,60,1
400549_BBB_2014J,0,0,0,0,0,10,0,120,1
401317_BBB_2014J,0,0,0,2,0,6,2,60,1
402180_BBB_2014J,0,0,2,0,0,12,0,60,1
403213_BBB_2014J,0,0,0,2,0,8,0,60,1
404121_BBB_2014J,0,0,2,4,0,10,0,60,1
404415_BBB_2014J,0,0,2,0,0,12,1,120,1
406000_BBB_2014J,0,1,2,6,0,7,1,60,1
409708_BBB_2014J,0,0,2,8,0,0,2,120,1
411105_BBB_2014J,0,0,0,1,0,8,0,120,0
411150_BBB_2014J,0,0,2,5,0,12,0,60,0
412081_BBB_2014J,0,1,0,3,0,2,1,60,1
412343_BBB_2014J,0,0,2,1,1,6,0,60,0
414663_BBB_2014J,0,0,2,8,0,5,0,120,0
417971_BBB_2014J,0,1,1,6,1,6,0,120,0
417978_BBB_2014J,0,1,1,8,0,10,0,60,0
417986_BBB_2014J,0,0,2,3,0,7,0,60,1
418077_BBB_2014J,0,0,1,4,0,6,0,60,1
418206_BBB_2014J,1,0,0,3,1,5,0,120,0
418502_BBB_2014J,0,0,0,1,0,12,0,60,0
419924_BBB_2014J,0,1,1,0,1,6,0,60,0
420631_BBB_2014J,0,1,2,5,0,12,0,60,1
423398_BBB_2014J,0,0,1,1,0,6,0,60,1
423613_BBB_2014J,0,0,1,2,1,11,0,120,0
424220_BBB_2014J,1,0,0,9,0,7,0,120,1
424586_BBB_2014J,0,0,0,2,0,7,0,120,0
425314_BBB_2014J,0,1,2,4,0,3,0,120,0
425772_BBB_2014J,0,0,2,1,0,12,0,120,1
426340_BBB_2014J,0,0,0,4,0,1,2,120,0
426624_BBB_2014J,0,0,2,9,0,11,0,60,1
430530_BBB_2014J,0,0,2,5,0,8,0,60,0
433064_BBB_2014J,0,0,0,2,0,10,0,60,0
433939_BBB_2014J,0,1,2,5,0,12,1,60,0
435287_BBB_2014J,0,1,2,0,0,10,0,195,0
437550_BBB_2014J,0,1,0,3,0,3,0,60,1
439677_BBB_2014J,0,0,2,1,0,5,0,60,1
439806_BBB_2014J,0,0,0,1,0,6,0,60,1
440912_BBB_2014J,1,1,0,4,1,8,0,120,0
442685_BBB_2014J,0,1,2,4,0,1,0,60,0
442745_BBB_2014J,0,1,0,4,0,8,0,60,0
444361_BBB_2014J,0,0,0,0,0,6,0,60,1
444545_BBB_2014J,0,1,2,8,0,6,0,60,1
444768_BBB_2014J,0,0,0,5,0,3,0,60,1
445136_BBB_2014J,0,1,1,7,0,7,1,60,1
445647_BBB_2014J,0,0,0,4,0,9,0,180,0
445774_BBB_2014J,1,0,1,8,0,7,0,60,1
446619_BBB_2014J,1,0,0,2,0,2,0,60,0
447124_BBB_2014J,0,1,0,4,0,6,0,60,1
447324_BBB_2014J,0,1,2,3,0,6,0,60,0
467396_BBB_2014J,0,0,2,6,0,10,2,60,1
469579_BBB_2014J,1,0,2,1,0,3,0,60,1
469803_BBB_2014J,1,0,0,4,1,9,0,120,0
470464_BBB_2014J,0,0,0,1,1,11,0,60,1
473095_BBB_2014J,0,1,0,4,0,1,3,120,1
473271_BBB_2014J,0,0,0,6,0,7,0,60,1
473444_BBB_2014J,0,0,2,8,0,5,0,60,0
474387_BBB_2014J,0,1,2,3,0,1,0,60,1
474408_BBB_2014J,0,1,2,2,1,3,0,120,1
475363_BBB_2014J,0,0,0,2,0,10,1,165,1
476253_BBB_2014J,0,0,2,4,0,7,0,180,0
476769_BBB_2014J,0,0,0,7,0,7,0,60,1
478412_BBB_2014J,0,1,0,8,0,5,0,60,1
480988_BBB_2014J,0,0,1,5,0,8,2,60,0
481593_BBB_2014J,0,1,1,7,0,10,0,60,1
481790_BBB_2014J,0,0,0,8,0,2,1,60,1
483315_BBB_2014J,0,0,2,7,0,5,0,60,1
483508_BBB_2014J,0,1,2,5,0,2,0,60,1
483674_BBB_2014J,0,0,3,3,0,10,0,60,0
484158_BBB_2014J,1,1,1,5,0,6,0,120,0
484252_BBB_2014J,0,0,0,0,0,12,0,60,1
484443_BBB_2014J,0,1,2,5,0,10,1,60,0
484490_BBB_2014J,0,1,0,4,0,8,0,60,1
484550_BBB_2014J,0,0,2,1,0,10,0,120,0
485439_BBB_2014J,0,1,2,0,1,10,2,60,0
485853_BBB_2014J,0,0,1,2,1,6,1,180,0
486516_BBB_2014J,0,0,0,9,0,1,0,60,0
488242_BBB_2014J,0,1,0,5,0,7,0,120,0
488854_BBB_2014J,0,1,2,3,0,7,0,60,0
490299_BBB_2014J,0,0,2,5,0,8,0,60,0
490648_BBB_2014J,0,0,2,1,0,5,0,120,0
491001_BBB_2014J,0,0,0,6,0,7,0,120,0
491387_BBB_2014J,1,0,0,8,0,8,0,60,1
492579_BBB_2014J,0,0,0,9,0,11,0,60,0
492592_BBB_2014J,0,0,2,2,0,9,0,90,1
492676_BBB_2014J,0,0,0,6,1,6,2,120,1
492979_BBB_2014J,0,0,0,6,0,0,0,60,1
493443_BBB_2014J,0,1,3,5,0,3,1,60,1
493460_BBB_2014J,0,0,2,9,0,11,0,60,1
493609_BBB_2014J,0,0,2,2,0,2,0,60,0
493763_BBB_2014J,0,0,0,5,0,8,1,60,0
494212_BBB_2014J,0,1,2,8,0,11,0,60,0
495239_BBB_2014J,0,0,2,7,0,12,0,60,0
495489_BBB_2014J,0,1,2,0,0,2,1,60,0
495522_BBB_2014J,0,0,0,1,0,3,0,120,0
495786_BBB_2014J,1,0,1,0,1,6,1,60,0
496373_BBB_2014J,0,0,2,4,0,12,0,240,0
496381_BBB_2014J,1,0,0,4,0,4,0,60,1
497074_BBB_2014J,0,1,2,1,0,1,0,60,1
497084_BBB_2014J,1,0,2,7,1,7,0,60,1
498841_BBB_2014J,0,0,0,7,0,1,1,180,1
499790_BBB_2014J,0,1,0,2,1,3,0,60,1
499819_BBB_2014J,0,0,0,1,0,12,0,60,1
500502_BBB_2014J,0,0,2,6,0,0,0,60,0
501414_BBB_2014J,0,1,0,3,0,1,0,60,0
502767_BBB_2014J,0,1,0,2,0,7,0,60,1
503159_BBB_2014J,0,0,2,3,0,7,0,60,0
503663_BBB_2014J,0,1,2,6,1,1,0,60,0
504066_BBB_2014J,0,0,2,5,0,1,0,120,0
504597_BBB_2014J,1,2,2,7,0,8,0,60,1
505595_BBB_2014J,0,0,2,1,1,3,3,60,0
505692_BBB_2014J,0,0,2,1,0,4,0,120,0
505871_BBB_2014J,0,0,0,0,0,9,1,60,0
505878_BBB_2014J,0,0,0,5,0,1,0,60,0
506020_BBB_2014J,0,0,1,6,0,6,2,60,1
506219_BBB_2014J,0,1,0,4,0,11,0,120,1
506679_BBB_2014J,0,0,2,3,0,3,0,60,0
507014_BBB_2014J,0,0,0,8,0,0,0,60,1
507149_BBB_2014J,0,1,1,7,0,12,0,60,1
507386_BBB_2014J,0,1,2,5,0,12,0,60,0
507783_BBB_2014J,0,0,1,4,0,10,0,60,1
508431_BBB_2014J,0,1,2,5,0,9,0,60,0
509466_BBB_2014J,0,0,1,0,0,2,1,60,0
509578_BBB_2014J,0,0,0,2,0,11,0,60,1
509935_BBB_2014J,0,0,2,4,0,12,1,60,1
510068_BBB_2014J,0,0,1,0,0,6,1,120,0
510471_BBB_2014J,0,1,2,9,0,8,0,60,1
511001_BBB_2014J,0,0,0,0,1,0,0,180,1
511295_BBB_2014J,0,1,1,0,0,6,0,60,0
511424_BBB_2014J,0,0,2,2,0,4,0,60,0
511807_BBB_2014J,0,1,2,1,0,1,0,60,1
511962_BBB_2014J,0,0,0,3,0,12,0,60,0
512411_BBB_2014J,0,0,0,2,0,10,0,60,1
512493_BBB_2014J,1,1,0,1,0,3,0,120,0
512722_BBB_2014J,0,0,2,1,0,11,1,60,1
513250_BBB_2014J,0,1,1,8,0,6,0,60,0
513751_BBB_2014J,0,1,1,2,1,5,0,60,1
514006_BBB_2014J,0,0,2,2,0,0,0,240,0
514581_BBB_2014J,0,0,2,2,0,5,0,120,0
515329_BBB_2014J,0,0,0,5,1,8,0,120,1
515349_BBB_2014J,0,1,1,4,0,12,0,120,1
516434_BBB_2014J,0,1,0,9,0,0,0,60,1
516588_BBB_2014J,0,0,0,5,0,12,0,60,0
517112_BBB_2014J,1,0,1,0,0,12,1,120,0
518389_BBB_2014J,1,1,1,9,1,6,4,180,1
519995_BBB_2014J,0,0,0,4,0,9,0,240,0
520024_BBB_2014J,0,0,0,1,0,12,1,60,1
520076_BBB_2014J,0,0,2,0,0,11,0,120,1
520972_BBB_2014J,0,0,1,6,0,6,1,60,1
521081_BBB_2014J,0,0,2,1,1,12,1,60,1
521164_BBB_2014J,0,0,2,5,1,9,0,60,0
522189_BBB_2014J,0,0,2,3,0,10,3,60,1
522381_BBB_2014J,0,1,2,3,0,6,0,60,1
522478_BBB_2014J,0,1,2,1,1,1,0,210,0
522784_BBB_2014J,0,0,2,0,0,10,0,120,0
523132_BBB_2014J,0,0,0,9,0,0,1,60,1
523831_BBB_2014J,0,0,0,7,0,11,0,60,0
523905_BBB_2014J,0,1,2,7,0,8,0,120,1
524043_BBB_2014J,0,0,0,3,0,11,0,60,1
526789_BBB_2014J,0,0,2,3,0,5,0,120,0
526844_BBB_2014J,0,0,0,6,0,5,2,60,0
527102_BBB_2014J,0,0,0,8,0,0,0,120,0
527742_BBB_2014J,0,0,2,8,0,5,0,60,0
528432_BBB_2014J,0,0,0,1,0,5,0,60,1
528702_BBB_2014J,0,0,2,2,0,10,1,60,0
530021_BBB_2014J,0,0,0,4,0,3,1,60,0
530772_BBB_2014J,0,1,0,2,0,10,0,60,1
530941_BBB_2014J,0,0,2,2,0,0,0,60,1
530960_BBB_2014J,0,0,1,3,0,9,0,120,0
531450_BBB_2014J,0,1,2,3,0,10,0,60,0
531753_BBB_2014J,1,1,2,5,0,6,1,60,1
531865_BBB_2014J,1,1,1,1,0,6,0,60,1
532779_BBB_2014J,0,1,0,1,0,0,0,60,1
532794_BBB_2014J,0,1,0,7,0,6,0,120,0
533209_BBB_2014J,0,1,1,4,0,10,0,60,1
534428_BBB_2014J,0,0,2,2,0,4,1,120,1
534588_BBB_2014J,0,1,0,7,0,8,1,120,0
534715_BBB_2014J,1,1,0,0,0,5,0,120,1
534884_BBB_2014J,0,0,2,1,0,10,0,60,0
535963_BBB_2014J,0,1,1,7,0,12,0,60,1
536767_BBB_2014J,0,0,2,6,1,10,0,60,0
537194_BBB_2014J,0,1,0,0,0,5,0,60,1
537221_BBB_2014J,0,0,0,0,0,9,3,120,0
537640_BBB_2014J,0,0,2,5,1,8,0,60,1
539635_BBB_2014J,0,1,1,8,0,7,0,120,1
539657_BBB_2014J,1,0,2,0,0,11,1,120,0
541123_BBB_2014J,0,1,3,0,0,5,0,120,0
541171_BBB_2014J,0,0,0,6,0,10,2,60,0
541315_BBB_2014J,0,0,2,1,0,1,0,120,0
541476_BBB_2014J,0,1,0,1,0,10,0,60,1
541995_BBB_2014J,0,0,2,0,1,12,0,60,0
542164_BBB_2014J,0,0,1,0,0,6,0,60,1
543439_BBB_2014J,0,0,0,8,0,8,0,60,1
544177_BBB_2014J,0,0,2,8,0,8,0,120,0
545964_BBB_2014J,0,0,0,2,0,9,0,120,1
546114_BBB_2014J,0,0,2,0,0,1,0,60,0
546250_BBB_2014J,0,0,1,0,1,5,0,60,1
547408_BBB_2014J,0,0,0,2,0,6,0,120,1
547788_BBB_2014J,0,0,1,7,0,6,0,60,1
549288_BBB_2014J,0,0,0,9,0,0,0,120,0
549775_BBB_2014J,0,0,2,3,0,3,0,180,1
549839_BBB_2014J,0,0,0,8,0,3,0,180,0
550081_BBB_2014J,1,1,2,2,0,9,0,60,1
550245_BBB_2014J,0,0,2,7,0,8,0,60,1
551000_BBB_2014J,0,0,0,4,0,10,1,120,0
551237_BBB_2014J,0,1,2,6,0,11,0,60,0
551242_BBB_2014J,0,1,1,2,0,9,0,60,1
551276_BBB_2014J,0,0,2,4,0,0,0,180,1
551922_BBB_2014J,0,0,2,4,0,3,0,60,1
552698_BBB_2014J,1,1,2,1,1,9,0,60,0
553196_BBB_2014J,0,0,2,1,1,6,2,120,0
554048_BBB_2014J,0,1,0,5,0,5,0,60,1
554243_BBB_2014J,0,0,2,6,0,9,1,60,0
554599_BBB_2014J,0,0,0,0,1,10,1,60,1
555749_BBB_2014J,0,0,0,9,0,6,0,120,1
